q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status
能发邮政吗,"[{""role"":""user"",""content"":""发什么快递？""},{""role"":""assistant"",""content"":""亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不指定快递的亲~""},{""role"":""user"",""content"":""能发邮政吗""}]",亲，我们不支持指定快递哦~,亲，我们不支持指定快递哦~,"18,8","['问题：""可以发邮政吗"", 答案：""亲，不指定快递""', '问题：""能给我发邮政吗"", 答案：""随机的""', '问题：""发邮政不"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""好的给我发邮政吗"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发邮政快递"", 答案：""亲 不支持指定快递哦""', '问题：""发邮政快递"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发""', '问题：""邮政快递发不"", 答案：""亲，我们不支持指定快递哦~""', '问题：""发啥快递下单能发邮政吗"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""可以发在申通吗？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""能用邮政吗！[嘻嘻]"", 答案：""亲 不支持指定快递哦""']",,
草莓，芒果味,"[{""role"":""user"",""content"":""草莓，芒果味""}]",亲，已备注哦~,,18,"['问题：""草莓，芒果"", 答案：""亲 已备注""', '问题：""草莓和芒果味可以吗"", 答案：""已备注""', '问题：""芒果味和蓝莓味"", 答案：""没有蓝莓口味亲""', '问题：""我要芒果跟草莓味的"", 答案：""备注了亲""', '问题：""草莓芒果两个口味"", 答案：""已备注""', '问题：""您好，要芒果和草莓味"", 答案：""已备注""', '问题：""我要芒果、草莓香芋味的"", 答案：""只要三种？""', '问题：""芒果，草莓谢谢"", 答案：""亲 已备注""']",,
发什么快递？发什么快递？发什么快递？,"[{""role"":""user"",""content"":""发什么快递？""},{""role"":""user"",""content"":""发什么快递？""},{""role"":""user"",""content"":""发什么快递？发什么快递？发什么快递？""}]",亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不支持指定快递公司哦~,亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不支持指定快递公司哦~,"18,8","['问题：""发什么快递？发什么快递？发什么快递？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发什么快递？发什么快递？发什么快递？发什么快递？"", 答案：""亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不支持指定快递公司哦~""', '问题：""发什么快递？发什么快递？发什么快递？发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？发什么快递？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发什么快递？发什么快递？"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""发什么快递？发什么快递？这是什么快递？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发什么快递？发什么快递？在吗发什么快递？"", 答案：""亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不支持指定快递公司哦~""', '问题：""发什么快递发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""']",,
一大罐是多少克？,"[{""role"":""user"",""content"":""一大罐是多少克？""}]",,很高兴为您服务，请问有什么可以帮您？,"18,10","['问题：""100克粉，600克水？"", 答案：""对的亲""', '问题：""水和粉都600克吗"", 答案：""亲 水是600g 100g粉""', '问题：""100克的粉放600毫升的水？不对吗"", 答案：""亲，如果比例不合适，可以调整一下试试哦""', '问题：""称重了啊"", 答案：""100g粉600g水是吧""', '问题：""50克粉500水？"", 答案：""1:6的""', '问题：""比例多少10克粉600毫升水？"", 答案：""100g粉 600g水""', '问题：""就是100克粉600克水。"", 答案：""制作时称重图这边看下""', '问题：""怎么做？100克加600克，600克水。？600克水是600毫升水吗？"", 答案：""亲，按照这个比例来操作哦：100克的粉放600g的水。""', '问题：""一斤粉兑5000毫升水对吗？"", 答案：""100g粉 600g水""', '问题：""比多少水1斤粉6斤水是不是需要加糖吗"", 答案：""100g粉 600g水""']",,
一罐重量多少,"[{""role"":""user"",""content"":""一罐重量多少""}]",亲，一罐500g哦~,,18,"['问题：""一罐有多少重量啊"", 答案：""亲，一罐350g哦~""', '问题：""一罐多重？"", 答案：""亲，一罐300g哦~""', '问题：""一罐多少斤"", 答案：""亲，一罐的重量是500g哦~""', '问题：""1罐多少斤"", 答案：""哪款亲""', '问题：""一罐多重。"", 答案：""亲，一罐500g哦~""', '问题：""一罐有多重呀？"", 答案：""350g""', '问题：""这个一罐有多少斤"", 答案：""亲，一罐是350g哦~""', '问题：""1罐有多重？"", 答案：""亲，一罐300g哦~""']",,
怎么食用,"[{""role"":""user"",""content"":""配料表""},{""role"":""assistant"",""content"":""亲 我们这边没有实物 您可以看下评论区哦""},{""role"":""user"",""content"":""老人可以吃吗""},{""role"":""assistant"",""content"":""可以的 亲""},{""role"":""user"",""content"":""怎么食用""}]",亲亲，直开水冲泡哦~,亲亲，直开水冲泡哦~,"18,10","['问题：""怎么食用"", 答案：""亲亲，直开水冲泡哦~""', '问题：""怎么吃"", 答案：""冲泡即食的亲""', '问题：""怎么吃"", 答案：""热水冲泡即可""', '问题：""怎么吃？"", 答案：""亲。冲泡即食的""', '问题：""食用方法"", 答案：""100度沸水冲泡 从内到外搅拌至均匀即可""', '问题：""怎麼吃法"", 答案：""100度沸水冲泡 从内到外搅拌至均匀即可""', '问题：""食曱方法食用方法"", 答案：""开水冲泡即可""', '问题：""怎么煮"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""怎么煮"", 答案：""亲，参考下哈""', '问题：""怎么煮"", 答案：""亲 可以用开水直接冲泡哦""']",,
修改地址,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""修改地址""}]",亲，修改地址的话需要联系快递公司哦~,,18,"['问题：""能改地址吗"", 答案：""亲 用文字发下哦""', '问题：""我要修改址"", 答案：""亲 用文字发下哦""', '问题：""可以修改地址吗"", 答案：""亲地址发我一下""', '问题：""改一下地址可以吗"", 答案：""地址和联系发我一下哈""', '问题：""地址发借我收不到货的"", 答案：""需要改地址吗""', '问题：""改地址了吗"", 答案：""亲，已经反馈快递公司更改了哦~""', '问题：""我可以换地址吗"", 答案：""地址发我亲""', '问题：""有改地址吗您好"", 答案：""已经更改了亲""']",,
配料表有什么,"[{""role"":""user"",""content"":""这个口感怎样""},{""role"":""assistant"",""content"":""亲亲口感很好的哦""},{""role"":""user"",""content"":""配料表有什么""}]",亲，我们的配料表是黄瓜籽粉哦~,亲，客服这边暂时没有哈可以参考商品详情或者评论区看下哈,"18,8","['问题：""配料表配料表都有什么"", 答案：""亲，没有配料表说明的 您可以看下评论区哦""', '问题：""配料表里都有什么"", 答案：""没有配料表说明的亲 可以拍下收到在包装上看下""', '问题：""亲配料表都有什么呀？"", 答案：""没有配料表说明的亲 可以拍下收到在包装上看下""', '问题：""这配料表都有啥"", 答案：""亲，我们的配料表是黄瓜籽粉哦~""', '问题：""配料表？"", 答案：""亲，纯黄瓜籽粉哦""', '问题：""配料表？"", 答案：""亲，纯黄瓜籽粉哈""', '问题：""有配料表么"", 答案：""没有配料表说明的亲 可以拍下收到在包装上看下""', '问题：""有配料表吗"", 答案：""亲，可以参考评论区，商品详情""', '问题：""有配料表吗"", 答案：""亲，客服这边暂时没有哈可以参考商品详情或者评论区看下哈""', '问题：""产品的配料表是什么？"", 答案：""亲，客服这边暂时没有哈可以参考商品详情或者评论区看下哈""']",,
你好,"[{""role"":""user"",""content"":""你好""}]",,很高兴为您服务，请问有什么可以帮您？,18,"['问题：""好的知道了，谢谢！"", 答案：""客气了亲""', '问题：""好了，谢谢，"", 答案：""好的亲""', '问题：""好知道了，谢谢啦！"", 答案：""亲，不客气哦""', '问题：""谢谢了"", 答案：""不客气亲，后续有专员确认给您地址，您耐心等待下哈""', '问题：""好的，谢谢"", 答案：""不客气""', '问题：""好的谢谢了"", 答案：""好的亲申请以后记得联系我拦截哈""', '问题：""知道了"", 答案：""好的""', '问题：""好的。谢谢"", 答案：""客气了""', '问题：""好的。谢谢"", 答案：""好的""', '问题：""谢谢"", 答案：""客气了亲""']",,
你好,"[{""role"":""user"",""content"":""你好""}]",,很高兴为您服务，请问有什么可以帮您？,18,"['问题：""拆的那个我就着也没用啊也没用你们的"", 答案：""拆封的退不了亲""', '问题：""没有我自己拆开的"", 答案：""那亲亲等等哈需要等快递那边给我反馈发出的快递重量""', '问题：""说解决了，怎么还没有动"", 答案：""已经联系快递催件了亲""', '问题：""亲。今天拆开是断的"", 答案：""亲 实在是抱歉呢 这边给您申请2元的补偿可以吗""', '问题：""我女儿今天不拆，我都不会拆"", 答案：""亲 如果不想要的话 可以申请退货退款 把商品退回""', '问题：""你好我这个东西都没用都没拆开呢能退回去吗"", 答案：""亲可以申请试下哈""', '问题：""<退换问题>没拆开可以退吗？"", 答案：""可以""']",,
你好,"[{""role"":""user"",""content"":""你好""}]",,很高兴为您服务，请问有什么可以帮您？,18,"['问题：""你这要是好，我会长期回购"", 答案：""好的 亲""', '问题：""好评"", 答案：""好的亲""', '问题：""好评"", 答案：""亲，本店都是薄利多销，没啥利润的，如果您签收以后还满意的话，麻烦给个五星好评鼓励一下哦。亲，本店都是薄利多销，没啥利润的，如果您签收以后还满意的话，麻烦给个五星好评鼓励一下哦。如果说看到有评价有礼活动，那可能是官方活动，不是本店活动，可以按照步骤要求提交试一下哦。""', '问题：""好"", 答案：""感谢支持""', '问题：""好"", 答案：""🌹""', '问题：""好"", 答案：""华都""', '问题：""好"", 答案：""亲，这边帮您联系快递核重，您稍等""', '问题：""好"", 答案：""您现在收到八包是吧""', '问题：""好"", 答案：""好的亲""', '问题：""收到货，五星好评了"", 答案：""感谢支持""']",,
你好,"[{""role"":""user"",""content"":""你好""}]",,很高兴为您服务，请问有什么可以帮您？,18,"['问题：""怎么区分？"", 答案：""亲亲咱这边产品就是小麦胚芽哈""', '问题：""怎样鉴别呢？"", 答案：""这个不清楚""', '问题：""怎么确认呢？"", 答案：""你看的订单的时候有个确认收货的选项""', '问题：""怎么"", 答案：""你好 在的亲""', '问题：""怎么说"", 答案：""亲 快递核实后会与您联系的哦""', '问题：""怎么用"", 答案：""冲泡即食哈亲""', '问题：""打开看没有识别消费者反馈"", 答案：""是的""', '问题：""怎么使用"", 答案：""热水冲泡即可""', '问题：""怎么做呢"", 答案：""参考下亲""', '问题：""怎么领取"", 答案：""亲 领取什么呢""']",,
